entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase,fecha_de_publicacion_fase_1,fecha_de_publicacion,fecha_de_publicacion_fase_2,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
ICBF REGIONAL ATLANTICO,8999992392,Atlántico,Barranquilla,Nacional,Centralizada,CO1.REQ.5914759,ICBF-CPS-195220-2024-ATL,704193093,CO1.BDOS.5798046,CONTRATO DE PRESTACIÓN DE SERVICIOS ELIANA ROJANO,"PRESTAR SERVICIOS PROFESIONALES EN EL ÁREA DE PSICOLOGÍA EN LA DEFENSORIA DE FAMILIA DEL CENTRO ZONAL HIPODROMO DE LA REGIONAL ATLANTICO, PARA APOYAR LOS TRÁMITES DENTRO DE LOS PROCESOS ADMINISTRATIVOS PARA LA GARANTÍA Y EL RESTABLECIMIENTO DE DERECHOS, EN EL MARCO DEL FORTALECIMIENTO Y DESCONGESTIÓN DE LAS DEFENSORÍAS DE FAMILIA",Presentación de oferta,2024-03-08T00:00:00.000,2024-03-08T00:00:00.000,,,,,2024-03-08T00:00:00.000,15458108,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),,,,Barranquilla,ICBF REGIONAL ATLANTICO,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5804973,704193093,Presentación de oferta
CENAC AVIACION,830039207,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.1359749,MC-196-CENACAVIACION-2020,702359944,CO1.BDOS.1317739,ADQUISICION DE ELEMENTOS DE SEGURIDAD INDUSTRIAL; A EJECUTAR EN LA VIGENCIA (2020,"ADQUISICION DE ELEMENTOS DE SEGURIDAD INDUSTRIAL, A EJECUTAR EN LA VIGENCIA (2020",Presentación de oferta,2020-07-09T00:00:00.000,2020-07-09T00:00:00.000,,,,,2020-07-09T00:00:00.000,18351440,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,5,Mes(es),2020-07-14T00:00:00.000,2020-07-14T00:00:00.000,2020-07-14T00:00:00.000,No Aplica,UNIDAD DE CONTRATACION CENAC AVIACION,0,0,33,0,3,0,0,3,0,Seleccionado,70,Si,CO1.AWD.794504,701512261,Distrito Capital de Bogotá,No Definido,2020-07-28T00:00:00.000,18335592,JENNY MARICELA GUERRA RIZO,INTEGRAL SERVICES & SOLUTIONS SAS INSSOL SAS,No Definido,V1.46181810,Cerrado,Compraventa,No Definido,"V146181504, V146181507, V146182306, V147131905",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1328754,702359944,Adjudicado
GOBERNACIÓN DE BOLÍVAR//,890480059,Bolívar,Turbaco,Territorial,Descentralizada,CO1.REQ.9201415,IMC-021-2025,700961014,CO1.BDOS.9036978,IMC-021-2025,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS QUE CONFORMAN LA CADENA DE FRIO DEL CENTRO DE ACOPIO DEL PAI DE LA SECRETARIA DE SALUD DEPARTAMENTAL DE BOLÍVAR.,Presentación de oferta,2025-11-05T00:00:00.000,2025-11-05T00:00:00.000,,,,,2025-11-05T00:00:00.000,60000000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,0,día(s),2025-11-14T00:00:00.000,2025-11-14T00:00:00.000,2025-11-14T00:00:00.000,Cartagena,SECRETARIA GENERAL,0,0,20,0,3,0,0,3,0,Seleccionado,70,Si,CO1.AWD.2430710,719095689,No Definido,No Definido,2025-11-21T00:00:00.000,60000000,LOLY LUZ ESTRADA ROMERO,DEGAR SOLUTIONS SAS,No Definido,V1.24131503,Cerrado,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9066909,700961014,Adjudicado
AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,899999162,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.6538295,SA SI 014-044-2024,700985252,CO1.BDOS.6413706,SUMINISTRO DE GAS LICUADO DE PETROLEO PARA LAS UNIDADES DE NEGOCIO CATERING DE LA REGIONAL SUROCCIDENTE Y DEMAS UNIDADES QUE LO REQUIERAN,SUMINISTRO DE GAS LICUADO DE PETROLEO PARA LAS UNIDADES DE NEGOCIO CATERING DE LA REGIONAL SUROCCIDENTE Y DEMAS UNIDADES QUE LO REQUIERAN,Presentación de observaciones,2024-07-19T00:00:00.000,2024-07-19T00:00:00.000,,,,2024-07-19T00:00:00.000,,100000000,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,5,Mes(es),2024-08-08T00:00:00.000,2024-08-08T00:00:00.000,2024-08-21T00:00:00.000,Cali,REGIONAL SUROCCIDENTE ALFM,0,0,1,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.15111510,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6426340,700985252,Presentación de observaciones
MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,899999433,Cundinamarca,Funza,Territorial,Centralizada,CO1.REQ.9897341,CPS-0589-2026,708618020,CO1.BDOS.9729416,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA LA REALIZACIÓN DE VISITAS DOMICILIARIAS DEL  SISBEN; QUE PERMITA EL LEVANTAMIENTO DE LA INFORMACIÓN PARA LA FOCALIZACIÓN DE  LA OFERTA SOCIAL DE LA,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA LA REALIZACIÓN DE VISITAS DOMICILIARIAS DEL 
SISBEN, QUE PERMITA EL LEVANTAMIENTO DE LA INFORMACIÓN PARA LA FOCALIZACIÓN DE LA OFERTA SOCIAL DE LA ADMINISTRACIÓN PÚBLICA.",Presentación de oferta,2026-01-23T00:00:00.000,2026-01-23T00:00:00.000,,,,,2026-01-23T00:00:00.000,13800000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),,,,No Aplica,SECRETARIA JURIDICA 2024,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9747301,708618020,Presentación de oferta
COMPUTADORES PARA EDUCAR,830079479,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.899321,MIN 09-19,703115295,CO1.BDOS.870410,MANTENIMIENTO A BANDA TRANSPORTADORA,Prestar el servicio de mantenimiento preventivo y/o correctivo a la banda transportadora del Centro Nacional de Aprovechamiento de Residuos Electrónicos-CENARE.,Fase de ofertas,2019-06-27T00:00:00.000,2019-06-27T00:00:00.000,,,,,2019-06-27T00:00:00.000,3558700,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,150,día(s),2019-07-03T00:00:00.000,2019-07-03T00:00:00.000,2019-07-03T00:00:00.000,Bogotá,COORDINACIÓN DE CONTRATACIÓN,0,0,10,0,4,0,0,4,0,Seleccionado,70,Si,CO1.AWD.540921,703625376,No Definido,No Definido,2019-07-09T00:00:00.000,2428200,Paula Andrea Narváez,"SOCIEDAD DE COMERCIALIZACION INTERNACIONAL ANDINA DE EQUIPOS, SUMINISTROS Y SERVICIOS SAS CI ANDIEQUIP SAS EN REORGANIZACION",No Definido,V1.23153100,Cerrado,Prestación de servicios,No Definido,V173152102,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.864438,703115295,Adjudicado
HOSPITAL DEPARTAMENTAL CENTENARIO ESE,821003143,No Definido,No Definido,Territorial,Centralizada,CO1.REQ.3798124,2023-005,704162791,CO1.BDOS.3702509,realización de interventoría técnica,"Prestación de servicios profesionales para la realización de interventoría técnica, administrativa y financiera y legal a los contratos suscritos por el Hospital que sean designados por la gerencia, dando estricto cumplimiento al manual adoptado por la entidad para tal fin y, a las normas que sobre la materia se han expedido.",Fase de ofertas,2023-01-04T00:00:00.000,2023-01-04T00:00:00.000,,,,,2023-01-04T00:00:00.000,2500000,Contratación régimen especial,Regla aplicable,31,día(s),,,,Sevilla,Hospital Departamental Centenario Sevilla,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80161500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3709330,704162791,Fase de ofertas
INCIVA,800086201,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.3095491,040.10.05.22.1905,701117632,CO1.BDOS.3012882,Contratar una prestación de servicios de manera independiente; sin subordinación jurídica ni vínculo laboral alguno con el INCIVA con el fin de ejecutar el proyecto: IMPLEMENTACION DE ACCIONES DE EDUC,"Contratar una prestación de servicios de manera independiente, sin subordinación
jurídica ni vínculo laboral alguno con el INCIVA con el fin de ejecutar el proyecto:
IMPLEMENTACION DE ACCIONES DE EDUCACIÓN AMBIENTAL DENTRO DEL PROGRAMA
DE GESTORES AMBIENTALES 2021-2023 VALLE DEL CAUCA , el cual busca llevar a cabo la
actividad de realizar acciones de educación ambiental informal que generen bienestar a la
comunidad en los 42 municipios del Valle del Cauca, en lo referente a caracterizar las
prob",Presentación de oferta,2022-07-07T00:00:00.000,2022-07-07T00:00:00.000,,,,,2022-07-07T00:00:00.000,4500000,Contratación directa,Servicios profesionales y apoyo a la gestión,75,día(s),,,,Cali,JURIDICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3016183,701117632,Presentación de oferta
MUNICIPIO DE SOACHA..,800094755,Cundinamarca,Soacha,Territorial,Centralizada,CO1.REQ.6961309,2913-2024,702158254,CO1.BDOS.6831083,PRESTACION DE SERVICIOS PARA APOYO A LA GESTION,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO TECNOLOGO PARA LA ATENCIÓN Y SEGUIMIENTO A LAS JAC DE LAS COMUNAS Y CORREGIMIENTOS Y LAS DEMÁS EN LAS QUE SE REQUIERA SU APOYO DE LA DIRECCIÓN DE PARTICIPACIÓN CIUDADANA Y COMUNITARIA DE LA SECRETARIA DE GOBIERNO DEL MUNICIPIO DE SOACHA (1).,Presentación de oferta,2024-10-08T00:00:00.000,2024-10-08T00:00:00.000,,,,,2024-10-08T00:00:00.000,6930000,Contratación directa,Servicios profesionales y apoyo a la gestión,77,día(s),,,,Soacha,SECRETARIA DE GOBIERNO,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6856749,702158254,Presentación de oferta
UNIVERSIDAD TECNOLÓGICA DE PEREIRA,891480035,Risaralda,Pereira,Territorial,Centralizada,CO1.REQ.8476824,O.C 263 DE 2025 CAIMAN COCINA S.A.S,700445026,CO1.BDOS.8326444,ADQUISICIÓN DE VENTILADORES PARA EL PROYECTO 511-25-242-0,ADQUISICIÓN DE VENTILADORES PARA EL PROYECTO 511-25-242-0,Presentación de oferta,2025-06-27T00:00:00.000,2025-06-27T00:00:00.000,,,,,2025-06-27T00:00:00.000,635992,Contratación régimen especial,Regla aplicable,0,día(s),,,,Pereira,GESTIÓN COMPRAS DE BIENES Y SUMINISTROS,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.40101604,Abierto,Compraventa,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8347872,700445026,Presentación de oferta
HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO E.S.E,844001355,Casanare,Aguazul,Territorial,Centralizada,CO1.REQ.8856390,CD.No.473-2025,704254069,CO1.BDOS.8699223,PRESTAR SERVICIOS COMO AUXILIAR PARA EL DESARROLLO DE ACTIVIDADES EN EL SERVICIO DE LABORATORIO CLINICO   DEL HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO E.S.E,PRESTAR SERVICIOS COMO AUXILIAR PARA EL DESARROLLO DE ACTIVIDADES EN EL SERVICIO DE LABORATORIO CLINICO   DEL HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO E.S.E,Presentación de oferta,2025-09-04T00:00:00.000,2025-09-04T00:00:00.000,,,,,2025-09-04T00:00:00.000,4536864,Contratación régimen especial,Decreto 092 de 2017,2,Mes(es),,,,Aguazul,UC-SALUD,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85121802,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8723610,704254069,Presentación de oferta
