entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase,fecha_de_publicacion_fase_1,fecha_de_publicacion,fecha_de_publicacion_fase_2,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
GOBERNACION DEL HUILA*,800103913,Huila,No Definido,Territorial,Centralizada,CO1.REQ.4785155,SDACDCIN1269-23,702349549,CO1.BDOS.4679655,AUNAR ESFUERZOS INSTITUCIONALES Y ECONÓMICOS PARA LA EJECUCIÓN DEL PROYECTO  FORTALECIMIENTO DE LOS SISTEMAS PRODUCTIVOS DE BANANO Y PLATANO CON MATERIAL VEGETAL MEJORADO GENETICAMENTE Y CON ATRIBUTOS,AUNAR ESFUERZOS INSTITUCIONALES Y ECONÓMICOS PARA LA EJECUCIÓN DEL PROYECTO  FORTALECIMIENTO DE LOS SISTEMAS PRODUCTIVOS DE BANANO Y PLATANO CON MATERIAL VEGETAL MEJORADO GENETICAMENTE Y CON ATRIBUTOS DE CALIDAD PRODUCIDO DE MANERA MASIVA PARA EL DEPARTAMENTO DEL HUILA,Presentación de oferta,2023-07-04T00:00:00.000,2023-07-04T00:00:00.000,,,,,2023-07-04T00:00:00.000,2782659600,Contratación directa,Contratos o convenios Interadministrativos (valor cero),18,Mes(es),,,,Neiva,UNIDAD CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.70141500,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4686632,702349549,Presentación de oferta
UARIV-UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,900490473,Distrito Capital de Bogotá,Bogotá,Nacional,Descentralizada,CO1.REQ.6334069,UARIV-CPSP-2024-1076332019,700509136,CO1.BDOS.6211201,DIANA MARLEN HURTADO RENTERIA,"Prestar sus servicios profesionales a la Subdirección de Reparación Individual de la Unidad para la Atención y Reparación Integral a las Víctimas, para apoyar actividades administrativas, operativas, profesionales y de gestión en los diferentes procesos y procedimientos, garantizando el control de la información y el cumplimiento de los criterios de calidad establecidos por la Subdirección, en el marco del modelo de reparación integral para la construcción de la paz total.",,,,,,,,,20481660,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),,,,Bogotá,SECRETARIA GENERAL,0,0,0,0,0,0,0,0,0,Borrador,0,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80161500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/STS/Users/Login/Index,700509136,No Definido
Central Hidoreléctrica de Caldas S.A E.S.P BIC,890800128,Caldas,Manizales,Nacional,Centralizada,CO1.REQ.7581483,OC108840,718098619,CO1.BDOS.7446313,LIMPIADOR DIELECTRICO BIO RIGIDEZ DIELEC 30KV 20L,No definido,Presentación de oferta,2025-01-27T00:00:00.000,2025-01-27T00:00:00.000,,,,,2025-01-27T00:00:00.000,9135000,Contratación régimen especial,Regla aplicable,0,día(s),,,,No Aplica,Área Suministro y Soporte Administrativo,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.47131825,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7460349,718098619,Presentación de oferta
ECSAN,8001275088,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4076348,PN ECSAN CD 005 2023,701694119,CO1.BDOS.3980819,PRESTACION DE SERVICIOS DE APOYO AL AREA ACADEMICA 2,PRESTAR LOS SERVICIOS PROFESIONALES PARA APOYAR EL DESARROLLO DE LAS ACTIVIDADES Y PROCESOS DEL AREA ACADEMICA DE LA ESCUELA DE CADETES DE POLICÍA GENERAL FRANCISCO DE PAULA SANTANDER EN SUS PROGRAMAS DE PREGRADO EN ADMINISTRACIÓN POLICIAL Y POSGRADO DE ESPECIALIZACIÓN EN SERVICIO DE POLICÍA,Presentación de oferta,2023-02-10T00:00:00.000,2023-02-10T00:00:00.000,,,,,2023-02-10T00:00:00.000,41017097,Contratación directa,Servicios profesionales y apoyo a la gestión,317,día(s),,,,Bogotá,AREA ADMINISTRATIVA Y FINANCIERA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3982612,701694119,Presentación de oferta
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.1830487,4161.010.32.1.589.2021,703282152,CO1.BDOS.1780163,PRESTACION DE SERVICIOS PROFESIONALES,"Prestación de Servicios de Apoyo a la gestion en la Subsecretaría de Inspección, Vigilancia y Control, en desarrollo del proyecto denominado:  Implementacion de buenas practicas de seguridad en establecimientos de comercio nocturno en Santiago de Cali , según ficha EBI No. 26003159.",Fase de ofertas,2021-02-17T00:00:00.000,2021-02-17T00:00:00.000,,,,,2021-02-17T00:00:00.000,6348000,Contratación directa,Servicios profesionales y apoyo a la gestión,103,día(s),,,,Cali,Secretaría de Seguridad y Justicia,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1776320,703282152,Fase de ofertas
MUNICIPIO DE FLORIDA,800100519,Valle del Cauca,Florida,Territorial,Centralizada,CO1.REQ.9880784,3-1.05.172-2026,704259555,CO1.BDOS.9713075,EDNA MIYELY BURBANO NARVAEZ,"PRESTACIÓN DE SERVICIOS Y APOYO PROFESIONAL EN LA RUTA INTEGRAL DE ATENCIÓN DE PRIMERA INFANCIA, INFANCIA Y ADOLESCENCIA, PROMOCIONANDO LA GARANTÍA DE LOS DERECHOS DE LOS NIÑOS, NIÑAS Y ADOLESCENTES CON ENFOQUE DIFERENCIAL EN EL MUNICIPIO DE FLORIDA, VALLE DEL CAUCA",Presentación de oferta,2026-01-23T00:00:00.000,2026-01-23T00:00:00.000,,,,,2026-01-23T00:00:00.000,18000000,Contratación directa,Servicios profesionales y apoyo a la gestión,158,día(s),,,,Florida,ALCALDIA FLORIDA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9729090,704259555,Presentación de oferta
MUNICIPIO DE BARBOSA,890980445,Antioquia,Barbosa,Territorial,Centralizada,CO1.REQ.7734321,CD-CPS-056-2025,700793102,CO1.BDOS.7599257,Prestación de servicios de apoyo a la gestión para el programa de atención y reparación a víctimas del conflicto armado en el municipio de Barbosa.,Prestación de servicios de apoyo a la gestión para el programa de atención y reparación a víctimas del conflicto armado en el municipio de Barbosa.,Presentación de oferta,2025-02-12T00:00:00.000,2025-02-12T00:00:00.000,,,,,2025-02-12T00:00:00.000,14445000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),,,,No Aplica,CONTRATACIÓN BARBOSA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7613053,700793102,Presentación de oferta
EMPRESA DE ENERGÍA DE CASANARE S.A. E.S.P.,844004576,Casanare,Yopal,Territorial,Descentralizada,CO1.REQ.9942023,GA-013-2026,718458664,CO1.BDOS.9773510,ADQUISICION DE BOTAS,ADQUISICION DE BOTAS PARA  EL PERSONAL TECNICO DE LA EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,Presentación de oferta,2026-01-27T00:00:00.000,2026-01-27T00:00:00.000,,,,,2026-01-27T00:00:00.000,242956050,Contratación régimen especial,Regla aplicable,4,Mes(es),,,,Yopal,UNIDAD DE CONTRATACION ENERCA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.53111500,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9806726,718458664,Presentación de oferta
IDERBOL-,806005353,Bolívar,Cartagena,Territorial,Centralizada,CO1.REQ.2356343,CDCPS IDERBOL 369-2021,700790058,CO1.BDOS.2292389,CDCPS IDERBOL 369-2021,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO TECNOLOGO EN ACTIVIDAD FISICA, BRINDANDO ACOMPAÑAMIENTO Y APOYO EN TODAS LAS ACTIVIDADES DEPORTIVAS A LOS DEPORTISTAS DE PELOTA, CON MIRAS A LA ÓPTIMA PREPARACIÓN DE LOS DEPORTISTAS QUE PARTICIPARAN EN LOS PRÓXIMOS XXII JUEGOS NACIONALES 2023 Y LAS DISTINTAS COMPETENCIAS LOCALES, NACIONALES E INTERNACIONALES",Fase de ofertas,2021-10-05T00:00:00.000,2021-10-05T00:00:00.000,,,,,2021-10-05T00:00:00.000,5800000,Contratación directa,Servicios profesionales y apoyo a la gestión,87,día(s),,,,Cartagena,Gerencia General,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111620,Abierto,Prestación de servicios,No Definido,V193141506,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2295495,700790058,Fase de ofertas
SENA REGIONAL META Grupo de Apoyo Administrativo Mixto,899999034,Meta,No Definido,Nacional,Centralizada,CO1.REQ.8363436,MC-MTA-CISM-016-2025,704156108,CO1.BDOS.8215578,CONTRATAR SUMINISTRO E INSTALACIÓN DE AIRES ACONDICIONADOS PARA LAS SEDES GUAYURIBA; POPULAR Y TALADRO ESCUELA DEL CENTRO DE INDUSTRIA Y SERVICIOS DEL META.,"CONTRATAR SUMINISTRO E INSTALACIÓN DE AIRES ACONDICIONADOS
PARA LAS SEDES GUAYURIBA, POPULAR Y TALADRO ESCUELA DEL
CENTRO DE INDUSTRIA Y SERVICIOS DEL META.",Presentación de oferta,2025-06-09T00:00:00.000,2025-06-09T00:00:00.000,,,,,2025-06-09T00:00:00.000,60000000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,0,día(s),2025-06-12T00:00:00.000,2025-06-12T00:00:00.000,2025-06-12T00:00:00.000,No Aplica,Unidad de Contratación CISM,0,0,38,0,6,0,0,6,0,Seleccionado,70,Si,CO1.AWD.2286856,702451105,Meta,Villavicencio,2025-06-24T00:00:00.000,60000000,DIEGO ALEXANDER TORO JURADO,TERMO ENERGIA S.A.S,No Definido,V1.72101500,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8260021,704156108,Adjudicado
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.1453437,4161.010.32.1.824.2020,703282152,CO1.BDOS.1410196,PRESTACION DE SERVICIOS PROFESIONALES,"Prestación de Servicios Profesionales como Abogado (a) en la Subsecretaría de Acceso a Servicíos de Justicia, en desarrollo del proyecto denominado:  Fortalecimiento de los servicios de acceso a la justicia en Santiago de Cali  Según ficha EBI No. 26002080",Presentación de oferta,2020-08-21T00:00:00.000,2020-08-21T00:00:00.000,,,,,2020-08-21T00:00:00.000,10400493,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),,,,Cali,Secretaría de Seguridad y Justicia,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1407902,703282152,Presentación de oferta
SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),900971006,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.346706,CPS-0691-2018,702729500,CO1.BDOS.338805,Prestación de Servicios Profesionales y Apoyo a la Gestión,Prestación de Servicios Profesionales y Apoyo a la Gestión,Presentación de oferta,2018-04-30T00:00:00.000,2018-04-30T00:00:00.000,,,,,2018-04-30T00:00:00.000,20390400,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),,,,Bogotá,DIRECCION DE CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.410817,702729500,Presentación de oferta
